Date,Time,BakV(V),EscT(°C),EscT(°C),Cels(V),GAlt(m),GSpd(kmh),Hdg(°),Gvs(m/s),Sats,5104,5105,GPS,Date,Alt(m),VFR(%),AltR(m),VSpR(m/s),GeaV(V),RSSI(dB),TRSS(dB),TQly,RxV(V),VSpd(m/s),ASpd(kmh),EscR(rpm),EscC(mAh),EscV(V),EscA(A),EscT(°C),Rud,Ele,Thr,Ail,P1,P2,P3,SL1,SL2,SA,SB,SC,SD,SE,SF,SG,SH,LSW,CH1(us),CH2(us),CH3(us),CH4(us),CH5(us),CH6(us),CH7(us),CH8(us),CH9(us),CH10(us),CH11(us),CH12(us),CH13(us),CH14(us),CH15(us),CH16(us),CH17(us),CH18(us),CH19(us),CH20(us),CH21(us),CH22(us),CH23(us),CH24(us),CH25(us),CH26(us),CH27(us),CH28(us),CH29(us),CH30(us),CH31(us),CH32(us),TxBat(V)
2026-03-24,14:49:33.620,7.89,0,0,24.05,444.6,12.8,293.71,0.0,19,1149799,108,47.300330 8.742418,2026-03-24 13:44:57,12.8,100,7.8,0.31,6.00,84,95,99,6.10,0.69,2.1,0,0,24.1,0.0,33,1,2,1024,-24,-6,-1024,-601,-1024,-1024,1,1,1,1,-1,-1,-1,-1,0x0000000000840010,1537,1488,988,1509,1235,1803,1488,886,1443,1540,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2026-03-24,14:49:34.120,7.88,0,0,24.05,444.6,20.3,297.10,0.0,19,1152114,108,47.300350 8.742418,2026-03-24 13:45:00,12.5,99,7.8,-0.08,6.00,67,64,99,6.10,-1.05,5.4,0,0,24.1,0.0,33,0,-18,1024,-239,-6,-1024,-601,-1024,-1024,1,1,1,1,-1,-1,-1,-1,0x0000000000840010,1522,1491,988,1477,1224,1793,1489,886,1448,1554,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2026-03-24,14:49:34.620,7.88,0,0,24.05,444.6,31.7,299.17,0.1,19,1149029,108,47.300370 8.742375,2026-03-24 13:45:00,12.3,99,7.7,-0.01,6.00,86,93,99,6.10,-1.05,7.9,0,0,24.1,0.0,33,-139,-23,1024,-29,-6,-1024,-601,-1024,-1024,1,1,1,1,-1,-1,-1,-1,0x0000000000840010,1538,1491,988,1507,1237,1800,1564,886,1441,1538,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2026-03-24,14:49:35.120,7.88,0,0,24.06,444.5,31.7,300.30,0.1,19,1132826,108,47.300400 8.742375,2026-03-24 13:45:00,11.9,100,7.5,-0.24,6.00,86,94,99,6.10,0.35,9.5,0,0,24.1,0.0,33,0,-2,1024,-163,-6,-1024,-601,-1024,-1024,1,1,1,1,-1,-1,-1,-1,0x0000000000840010,1528,1489,988,1489,1227,1799,1489,886,1447,1548,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2026-03-24,14:49:35.620,7.88,0,0,24.06,444.7,44.4,301.18,0.0,19,1137124,108,47.300400 8.742200,2026-03-24 13:45:00,12.8,100,8.4,0.60,6.00,79,87,100,6.10,0.35,15.7,0,0,24.1,0.0,33,0,-95,1024,-40,-6,-1024,-601,-1024,-1024,1,1,1,1,-1,-1,-1,-1,0x0000000000840010,1539,1499,988,1504,1243,1792,1489,886,1437,1547,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2026-03-24,14:49:36.120,7.88,0,0,24.06,445.1,44.4,301.18,-0.2,19,1166337,108,47.300440 8.742103,2026-03-24 13:45:00,15.7,99,9.9,2.17,6.00,77,86,100,6.10,2.79,22.0,0,0,24.1,0.0,33,-142,-1,1024,0,-6,-1024,-601,-1024,-1024,1,1,1,1,-1,-1,-1,-1,0x0000000000840010,1539,1488,988,1512,1236,1804,1566,886,1442,1539,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2026-03-24,14:49:36.620,7.89,0,0,24.06,445.9,54.0,298.85,-0.4,18,1242178,108,47.300480 8.742103,2026-03-24 13:45:02,18.5,99,11.7,2.59,6.00,73,79,96,6.10,2.79,30.8,0,0,24.1,0.0,33,-185,-1,1024,0,-6,-1024,-601,-1024,-1024,1,1,1,1,-1,-1,-1,-1,0x0000000000840010,1539,1488,988,1512,1236,1804,1590,886,1442,1539,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2026-03-24,14:49:37.120,7.89,0,0,24.06,447.1,59.5,302.34,-1.3,18,1242178,116,47.300540 8.741993,2026-03-24 13:45:02,19.8,98,13.6,3.22,6.00,62,70,100,6.10,4.88,42.6,0,0,24.1,0.0,33,-116,-1,1024,-3,-6,-1024,-601,-1024,-1024,1,1,1,1,-1,-1,-1,-1,0x0000000000840010,1539,1488,988,1512,1236,1804,1552,886,1442,1539,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2026-03-24,14:49:37.620,7.89,0,0,24.06,447.1,62.1,300.46,-1.3,18,1476643,116,47.300540 8.741875,2026-03-24 13:45:02,21.4,98,15.3,2.68,6.00,61,65,100,6.10,3.12,50.8,0,0,24.1,0.0,33,-235,-1,1024,-3,-6,-1024,-601,-1024,-1024,1,1,1,1,-1,-1,-1,-1,0x0000000000840010,1539,1488,988,1512,1236,1804,1618,886,1442,1539,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2026-03-24,14:49:38.120,7.89,0,0,24.06,448.5,65.5,299.15,-1.3,19,1476643,108,47.300590 8.741701,2026-03-24 13:45:02,22.1,100,16.8,2.58,6.00,61,71,97,6.10,3.12,50.8,0,0,24.1,0.0,33,-201,-1,1024,0,-6,-1024,-601,-1024,-1024,1,1,1,1,-1,-1,-1,-1,0x0000000000840010,1539,1488,988,1512,1236,1804,1599,886,1442,1539,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2026-03-24,14:49:38.620,7.89,0,0,24.06,449.0,66.1,297.77,-1.8,18,1527622,116,47.300640 8.741701,2026-03-24 13:45:02,25.1,100,18.5,2.81,6.00,62,71,97,6.10,4.86,61.7,0,0,24.1,0.0,33,-4,-2,1024,3,-6,-1024,-601,-1024,-1024,1,1,1,1,-1,-1,-1,-1,0x0000000000840010,1539,1489,988,1513,1236,1804,1491,886,1442,1538,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2026-03-24,14:49:39.120,7.89,0,0,24.06,452.2,67.2,294.02,-2.8,18,1696163,116,47.300640 8.741701,2026-03-24 13:45:04,27.3,100,21.0,3.65,6.00,55,63,95,6.10,4.86,76.5,0,0,24.0,0.0,33,1,-3,1024,21,-6,-1024,-601,-1024,-1024,1,1,1,1,-1,-1,-1,-1,0x0000000000840010,1540,1489,988,1515,1237,1805,1488,886,1441,1538,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2026-03-24,14:49:39.620,7.89,0,0,24.06,453.1,66.7,294.02,-2.8,18,1696163,116,47.300640 8.741423,2026-03-24 13:45:04,30.7,99,23.2,4.01,6.00,52,61,95,6.10,4.88,85.3,0,0,24.0,0.0,33,-114,-1,1024,0,-6,-1024,-601,-1024,-1024,1,1,1,1,-1,-1,-1,-1,0x0000000000840010,1539,1488,988,1512,1236,1804,1550,886,1442,1539,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2026-03-24,14:49:40.120,7.89,0,0,24.06,457.0,69.0,296.32,-3.9,18,2197435,117,47.300640 8.741280,2026-03-24 13:45:04,30.7,99,26.0,3.99,6.00,51,58,90,6.10,6.28,87.4,0,0,24.0,0.0,33,-1,-1,1024,-141,-6,-1024,-601,-1024,-1024,1,1,1,1,-1,-1,-1,-1,0x0000000000840010,1530,1488,988,1492,1228,1799,1489,886,1446,1547,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2026-03-24,14:49:40.620,7.89,0,0,24.06,459.8,69.4,296.01,-4.0,18,2515467,116,47.300800 8.741280,2026-03-24 13:45:04,34.8,95,28.1,3.89,6.00,51,57,90,6.10,4.54,91.6,0,0,24.1,0.0,33,0,-3,1024,-175,-6,-1024,-601,-1024,-1024,1,1,1,1,-1,-1,-1,-1,0x0000000000840010,1527,1489,988,1487,1226,1798,1489,886,1447,1549,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2026-03-24,14:49:41.120,7.89,0,0,24.06,460.7,70.6,299.19,-4.2,17,2827703,117,47.300853 8.741280,2026-03-24 13:45:07,34.8,95,30.2,3.64,6.00,59,65,96,6.10,4.21,92.3,0,0,24.1,0.0,33,-3,-3,1024,1,-6,-1024,-601,-1024,-1024,1,1,1,1,-1,-1,-1,-1,0x0000000000840010,1539,1489,988,1512,1236,1804,1490,886,1442,1539,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2026-03-24,14:49:41.620,7.90,0,0,24.06,463.5,71.5,300.54,-4.3,17,3035926,117,47.300853 8.740943,2026-03-24 13:45:07,38.2,96,32.4,3.80,6.00,54,61,96,6.10,5.56,93.7,0,0,24.1,0.0,33,0,-1,1024,-112,-6,-1024,-601,-1024,-1024,1,1,1,1,-1,-1,-1,-1,0x0000000000840010,1532,1488,988,1497,1230,1800,1489,886,1445,1545,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2026-03-24,14:49:42.120,7.90,0,0,24.06,465.3,71.6,303.48,-4.2,16,3344229,119,47.300853 8.740805,2026-03-24 13:45:07,40.4,96,34.6,3.32,6.00,58,59,93,6.10,4.19,94.1,0,0,24.1,0.0,33,0,-87,1024,-303,-6,-1024,-601,-1024,-1024,1,1,1,1,-1,-1,-1,-1,0x0000000000840010,1512,1498,988,1470,1225,1783,1489,886,1450,1560,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2026-03-24,14:49:42.620,7.90,0,0,24.06,467.4,71.7,307.56,-4.0,16,3597048,119,47.300993 8.740668,2026-03-24 13:45:07,42.5,98,36.2,3.26,6.00,55,64,94,6.10,2.79,94.7,0,0,24.1,0.0,33,-1,-1,1024,-131,-6,-1024,-601,-1024,-1024,1,1,1,1,-1,-1,-1,-1,0x0000000000840010,1531,1488,988,1495,1229,1800,1489,886,1446,1545,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2026-03-24,14:49:43.120,7.90,0,0,24.06,468.9,70.4,308.85,-3.9,16,3749806,119,47.301056 8.740668,2026-03-24 13:45:07,45.0,98,37.8,2.63,6.00,51,58,94,6.10,2.81,94.7,0,0,24.1,0.0,33,0,-1,1024,-502,-6,-1024,-601,-1024,-1024,1,1,1,1,-1,-1,-1,-1,0x0000000000840010,1454,1488,988,1448,1198,1782,1489,886,1474,1564,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2026-03-24,14:49:43.620,7.89,0,0,24.06,471.5,69.4,318.06,-4.0,16,3749806,119,47.301136 8.740540,2026-03-24 13:45:09,46.6,98,40.2,3.20,6.00,53,61,95,6.10,4.19,96.9,0,0,24.1,0.0,33,0,-2,1024,-732,-6,-1024,-601,-1024,-1024,1,1,1,1,-1,-1,-1,-1,0x0000000000840010,1347,1489,988,1405,1164,1762,1489,886,1509,1581,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2026-03-24,14:49:44.120,7.89,0,0,24.06,471.5,70.2,320.80,-4.4,15,4345786,120,47.301136 8.740390,2026-03-24 13:45:09,50.4,98,42.5,3.92,6.00,57,68,95,6.10,5.96,98.1,0,0,24.1,0.0,33,0,-3,1024,-621,-5,-1024,-601,-1024,-1024,1,1,1,1,-1,-1,-1,-1,0x0000000000840010,1405,1489,988,1428,1183,1772,1489,886,1489,1572,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2026-03-24,14:49:44.620,7.89,0,0,24.06,476.7,68.7,327.19,-4.8,15,4345786,120,47.301220 8.740298,2026-03-24 13:45:09,50.4,98,44.9,4.19,6.00,58,64,97,6.10,4.20,99.4,0,0,24.1,0.0,33,0,-195,1024,-363,-6,-1024,-601,-1024,-1024,1,1,1,1,-1,-1,-1,-1,0x0000000000840010,1504,1511,988,1460,1231,1768,1489,886,1448,1569,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2026-03-24,14:49:45.120,7.89,0,0,24.06,478.6,69.9,329.92,-4.8,13,4919652,120,47.301346 8.740215,2026-03-24 13:45:09,54.2,100,46.6,3.40,6.00,61,68,97,6.10,4.89,98.6,0,0,24.1,0.0,33,0,-220,1024,-176,-6,-1024,-601,-1024,-1024,1,1,1,1,-1,-1,-1,-1,0x0000000000840010,1533,1515,988,1481,1247,1773,1489,886,1434,1562,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2026-03-24,14:49:45.620,7.89,0,0,24.06,479.5,72.0,331.66,-4.2,16,4919652,123,47.301440 8.740215,2026-03-24 13:45:09,54.9,100,48.4,2.75,6.00,60,63,98,6.10,3.15,97.7,0,0,24.1,0.0,33,-1,-4,1024,-93,-6,-1024,-601,-1024,-1024,1,1,1,1,-1,-1,-1,-1,0x0000000000840010,1533,1489,988,1499,1231,1800,1489,886,1445,1544,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2026-03-24,14:49:46.120,7.88,0,0,24.06,482.7,69.1,331.17,-4.4,16,5168389,120,47.301543 8.740136,2026-03-24 13:45:09,57.9,100,50.2,2.79,6.00,57,61,98,6.10,2.81,96.0,0,0,24.1,0.0,33,-2,-1,1024,-453,-6,-1024,-601,-1024,-1024,1,1,1,1,-1,-1,-1,-1,0x0000000000840010,1472,1488,988,1455,1203,1785,1490,886,1468,1561,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2026-03-24,14:49:46.620,7.88,0,0,24.06,486.1,69.3,333.51,-4.9,16,5168389,120,47.301543 8.740041,2026-03-24 13:45:09,59.7,100,53.0,4.31,6.00,55,65,98,6.10,6.98,95.8,0,0,24.1,0.0,33,-1,-4,1024,-19,-6,-1024,-601,-1024,-1024,1,1,1,1,-1,-1,-1,-1,0x0000000000840010,1538,1489,988,1509,1235,1803,1489,886,1442,1540,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2026-03-24,14:49:47.120,7.89,0,0,24.06,489.8,67.8,333.51,-5.1,17,5761571,119,47.301640 8.739985,2026-03-24 13:45:09,63.5,100,55.4,4.32,6.00,57,55,98,6.10,6.98,95.7,0,0,24.1,0.0,33,0,-6,1024,-338,-6,-1024,-601,-1024,-1024,1,1,1,1,-1,-1,-1,-1,0x0000000000840010,1504,1489,988,1468,1215,1791,1489,886,1457,1556,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
