Date,Time,BakV(V),EscT(°C),EscT(°C).1,Cels(V),GAlt(m),GSpd(kmh),Hdg(°),Gvs(m/s),Sats,5104,5105,GPS,Date.1,Alt(m),VFR(%),AltR(m),VSpR(m/s),GeaV(V),RSSI(dB),TRSS(dB),TQly,RxV(V),VSpd(m/s),ASpd(kmh),EscR(rpm),EscC(mAh),EscV(V),EscA(A),EscT(°C).2,Rud,Ele,Thr,Ail,P1,P2,P3,SL1,SL2,SA,SB,SC,SD,SE,SF,SG,SH,LSW,CH1(us),CH2(us),CH3(us),CH4(us),CH5(us),CH6(us),CH7(us),CH8(us),CH9(us),CH10(us),CH11(us),CH12(us),CH13(us),CH14(us),CH15(us),CH16(us),CH17(us),CH18(us),CH19(us),CH20(us),CH21(us),CH22(us),CH23(us),CH24(us),CH25(us),CH26(us),CH27(us),CH28(us),CH29(us),CH30(us),CH31(us),CH32(us),TxBat(V)
2026-03-24,14:49:29.620,7.89,0.0,0.0,24.05,444.6,0.0,179.63,0.0,19.0,1146933.0,108.0,47.300330 8.742433,2026-03-24 13:44:55,12.3,99.0,7.6,-0.01,6.0,85.0,93.0,99.0,6.1,-0.69,1.6,0.0,0.0,24.1,0.0,33.0,-1.0,-1.0,1024.0,0.0,-6.0,-1024.0,-601.0,-1024.0,-1024.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,0x0000000000840010,1539.0,1488.0,988.0,1512.0,1236.0,1804.0,1489.0,886.0,1442.0,1539.0,988.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,7.9
2026-03-24,14:49:30.120,7.89,0.0,0.0,24.05,444.6,0.0,179.63,0.0,19.0,1149029.0,108.0,47.300330 8.742433,2026-03-24 13:44:55,12.3,99.0,7.6,0.01,6.0,86.0,95.0,100.0,6.1,1.04,1.6,0.0,0.0,24.1,0.0,33.0,0.0,-1.0,1024.0,1.0,-6.0,-1024.0,-601.0,-1024.0,-1024.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,0x0000000000840010,1539.0,1488.0,988.0,1512.0,1236.0,1804.0,1489.0,886.0,1442.0,1539.0,988.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,7.9
2026-03-24,14:49:30.620,7.89,0.0,0.0,24.05,444.6,0.0,179.63,0.0,19.0,1149029.0,108.0,47.300330 8.742433,2026-03-24 13:44:55,12.3,100.0,7.6,0.06,6.0,86.0,94.0,100.0,6.1,-1.04,2.5,0.0,0.0,24.1,0.0,33.0,0.0,-1.0,1024.0,0.0,-6.0,-1024.0,-601.0,-1024.0,-1024.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,0x0000000000840010,1539.0,1488.0,988.0,1512.0,1236.0,1804.0,1489.0,886.0,1442.0,1539.0,988.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,7.9
2026-03-24,14:49:31.120,7.89,0.0,0.0,24.05,444.6,0.0,179.63,0.0,19.0,1150681.0,108.0,47.300330 8.742433,2026-03-24 13:44:55,12.3,100.0,7.6,0.0,6.0,86.0,95.0,100.0,6.1,-1.04,3.1,0.0,0.0,24.1,0.0,33.0,0.0,-1.0,1024.0,0.0,-6.0,-1024.0,-601.0,-1024.0,-1024.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,0x0000000000840010,1539.0,1488.0,988.0,1512.0,1236.0,1804.0,1489.0,886.0,1442.0,1539.0,988.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,7.9
2026-03-24,14:49:31.620,7.89,0.0,0.0,24.05,444.7,0.0,179.63,0.0,19.0,1152888.0,108.0,47.300330 8.742433,2026-03-24 13:44:57,12.3,100.0,7.6,-0.03,6.0,87.0,92.0,100.0,6.1,-0.35,2.6,0.0,0.0,24.1,0.0,33.0,0.0,-1.0,1024.0,0.0,-6.0,-1024.0,-601.0,-1024.0,-1024.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,0x0000000000840010,1539.0,1488.0,988.0,1512.0,1236.0,1804.0,1489.0,886.0,1442.0,1539.0,988.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,7.9
2026-03-24,14:49:32.120,7.89,0.0,0.0,24.05,444.6,0.0,179.63,0.0,19.0,1151011.0,108.0,47.300330 8.742433,2026-03-24 13:44:57,12.3,100.0,7.6,0.02,6.0,87.0,95.0,99.0,6.1,-0.35,1.5,0.0,0.0,24.1,0.0,33.0,0.0,-1.0,1024.0,0.0,-6.0,-1024.0,-601.0,-1024.0,-1024.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,0x0000000000840010,1539.0,1488.0,988.0,1512.0,1236.0,1804.0,1489.0,886.0,1442.0,1539.0,988.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,7.9
2026-03-24,14:49:32.620,7.89,0.0,0.0,24.05,444.7,0.1,179.63,0.0,19.0,1150903.0,108.0,47.300330 8.742433,2026-03-24 13:44:57,12.5,100.0,7.6,-0.03,6.0,86.0,92.0,99.0,6.1,-0.35,1.2,0.0,0.0,24.1,0.0,33.0,69.0,-1.0,1024.0,0.0,-6.0,-1024.0,-601.0,-1024.0,-1024.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,0x0000000000840010,1539.0,1488.0,988.0,1512.0,1236.0,1804.0,1455.0,886.0,1442.0,1539.0,988.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,7.9
2026-03-24,14:49:33.120,7.89,0.0,0.0,24.05,444.7,0.2,179.63,0.0,19.0,1153329.0,108.0,47.300330 8.742429,2026-03-24 13:44:57,12.6,100.0,7.7,0.01,6.0,78.0,83.0,100.0,6.1,0.69,1.0,0.0,0.0,24.1,0.0,33.0,6.0,-1.0,1024.0,824.0,-6.0,-1024.0,-601.0,-1024.0,-1024.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,0x0000000000840010,1539.0,1488.0,988.0,1512.0,1297.0,1804.0,1486.0,886.0,1442.0,1539.0,988.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,7.9
2026-03-24,14:49:33.620,7.89,0.0,0.0,24.05,444.6,12.8,293.71,0.0,19.0,1149799.0,108.0,47.300335 8.742422,2026-03-24 13:44:57,12.8,100.0,7.8,0.31,6.0,84.0,95.0,99.0,6.1,0.69,2.1,0.0,0.0,24.1,0.0,33.0,1.0,2.0,1024.0,-24.0,-6.0,-1024.0,-601.0,-1024.0,-1024.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,0x0000000000840010,1537.0,1488.0,988.0,1509.0,1235.0,1803.0,1488.0,886.0,1443.0,1540.0,988.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,7.9
2026-03-24,14:49:34.120,7.88,0.0,0.0,24.05,444.6,20.3,297.1,0.0,19.0,1152114.0,108.0,47.300350 8.742407,2026-03-24 13:45:00,12.5,99.0,7.8,-0.08,6.0,67.0,64.0,99.0,6.1,-1.05,5.4,0.0,0.0,24.1,0.0,33.0,0.0,-18.0,1024.0,-239.0,-6.0,-1024.0,-601.0,-1024.0,-1024.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,0x0000000000840010,1522.0,1491.0,988.0,1477.0,1224.0,1793.0,1489.0,886.0,1448.0,1554.0,988.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,7.9
2026-03-24,14:49:34.620,7.88,0.0,0.0,24.05,444.6,31.7,299.17,0.1,19.0,1149029.0,108.0,47.300373 8.742386,2026-03-24 13:45:00,12.3,99.0,7.7,-0.01,6.0,86.0,93.0,99.0,6.1,-1.05,7.9,0.0,0.0,24.1,0.0,33.0,-139.0,-23.0,1024.0,-29.0,-6.0,-1024.0,-601.0,-1024.0,-1024.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,0x0000000000840010,1538.0,1491.0,988.0,1507.0,1237.0,1800.0,1564.0,886.0,1441.0,1538.0,988.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,7.9
2026-03-24,14:49:35.120,7.88,0.0,0.0,24.06,444.5,31.7,300.3,0.1,19.0,1132826.0,108.0,47.300393 8.742331,2026-03-24 13:45:00,11.9,100.0,7.5,-0.24,6.0,86.0,94.0,99.0,6.1,0.35,9.5,0.0,0.0,24.1,0.0,33.0,0.0,-2.0,1024.0,-163.0,-6.0,-1024.0,-601.0,-1024.0,-1024.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,0x0000000000840010,1528.0,1489.0,988.0,1489.0,1227.0,1799.0,1489.0,886.0,1447.0,1548.0,988.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,7.9
2026-03-24,14:49:35.620,7.88,0.0,0.0,24.06,444.7,44.4,301.18,0.0,19.0,1137124.0,108.0,47.300410 8.742220,2026-03-24 13:45:00,12.8,100.0,8.4,0.6,6.0,79.0,87.0,100.0,6.1,0.35,15.7,0.0,0.0,24.1,0.0,33.0,0.0,-95.0,1024.0,-40.0,-6.0,-1024.0,-601.0,-1024.0,-1024.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,0x0000000000840010,1539.0,1499.0,988.0,1504.0,1243.0,1792.0,1489.0,886.0,1437.0,1547.0,988.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,7.9
2026-03-24,14:49:36.120,7.88,0.0,0.0,24.06,445.1,44.4,301.18,-0.2,19.0,1166337.0,108.0,47.300440 8.742127,2026-03-24 13:45:00,15.7,99.0,9.9,2.17,6.0,77.0,86.0,100.0,6.1,2.79,22.0,0.0,0.0,24.1,0.0,33.0,-142.0,-1.0,1024.0,0.0,-6.0,-1024.0,-601.0,-1024.0,-1024.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,0x0000000000840010,1539.0,1488.0,988.0,1512.0,1236.0,1804.0,1566.0,886.0,1442.0,1539.0,988.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,7.9
2026-03-24,14:49:36.620,7.89,0.0,0.0,24.06,445.9,54.0,298.85,-0.4,18.0,1242178.0,108.0,47.300485 8.742076,2026-03-24 13:45:02,18.5,99.0,11.7,2.59,6.0,73.0,79.0,96.0,6.1,2.79,30.8,0.0,0.0,24.1,0.0,33.0,-185.0,-1.0,1024.0,0.0,-6.0,-1024.0,-601.0,-1024.0,-1024.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,0x0000000000840010,1539.0,1488.0,988.0,1512.0,1236.0,1804.0,1590.0,886.0,1442.0,1539.0,988.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,7.9
2026-03-24,14:49:37.120,7.89,0.0,0.0,24.06,447.1,59.5,302.34,-1.3,18.0,1242178.0,116.0,47.300525 8.741991,2026-03-24 13:45:02,19.8,98.0,13.6,3.22,6.0,62.0,70.0,100.0,6.1,4.88,42.6,0.0,0.0,24.1,0.0,33.0,-116.0,-1.0,1024.0,-3.0,-6.0,-1024.0,-601.0,-1024.0,-1024.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,0x0000000000840010,1539.0,1488.0,988.0,1512.0,1236.0,1804.0,1552.0,886.0,1442.0,1539.0,988.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,7.9
2026-03-24,14:49:37.620,7.89,0.0,0.0,24.06,447.1,62.1,300.46,-1.3,18.0,1476643.0,116.0,47.300552 8.741861,2026-03-24 13:45:02,21.4,98.0,15.3,2.68,6.0,61.0,65.0,100.0,6.1,3.12,50.8,0.0,0.0,24.1,0.0,33.0,-235.0,-1.0,1024.0,-3.0,-6.0,-1024.0,-601.0,-1024.0,-1024.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,0x0000000000840010,1539.0,1488.0,988.0,1512.0,1236.0,1804.0,1618.0,886.0,1442.0,1539.0,988.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,7.9
2026-03-24,14:49:38.120,7.89,0.0,0.0,24.06,448.5,65.5,299.15,-1.3,19.0,1476643.0,108.0,47.300590 8.741745,2026-03-24 13:45:02,22.1,100.0,16.8,2.58,6.0,61.0,71.0,97.0,6.1,3.12,50.8,0.0,0.0,24.1,0.0,33.0,-201.0,-1.0,1024.0,0.0,-6.0,-1024.0,-601.0,-1024.0,-1024.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,0x0000000000840010,1539.0,1488.0,988.0,1512.0,1236.0,1804.0,1599.0,886.0,1442.0,1539.0,988.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,7.9
2026-03-24,14:49:38.620,7.89,0.0,0.0,24.06,449.0,66.1,297.77,-1.8,18.0,1527622.0,116.0,47.300628 8.741701,2026-03-24 13:45:02,25.1,100.0,18.5,2.81,6.0,62.0,71.0,97.0,6.1,4.86,61.7,0.0,0.0,24.1,0.0,33.0,-4.0,-2.0,1024.0,3.0,-6.0,-1024.0,-601.0,-1024.0,-1024.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,0x0000000000840010,1539.0,1489.0,988.0,1513.0,1236.0,1804.0,1491.0,886.0,1442.0,1538.0,988.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,7.9
2026-03-24,14:49:39.120,7.89,0.0,0.0,24.06,452.2,67.2,294.02,-2.8,18.0,1696163.0,116.0,47.300640 8.741632,2026-03-24 13:45:04,27.3,100.0,21.0,3.65,6.0,55.0,63.0,95.0,6.1,4.86,76.5,0.0,0.0,24.0,0.0,33.0,1.0,-3.0,1024.0,21.0,-6.0,-1024.0,-601.0,-1024.0,-1024.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,0x0000000000840010,1540.0,1489.0,988.0,1515.0,1237.0,1805.0,1488.0,886.0,1441.0,1538.0,988.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,7.9
2026-03-24,14:49:39.620,7.89,0.0,0.0,24.06,453.1,66.7,294.02,-2.8,18.0,1696163.0,116.0,47.300640 8.741457,2026-03-24 13:45:04,30.7,99.0,23.2,4.01,6.0,52.0,61.0,95.0,6.1,4.88,85.3,0.0,0.0,24.0,0.0,33.0,-114.0,-1.0,1024.0,0.0,-6.0,-1024.0,-601.0,-1024.0,-1024.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,0x0000000000840010,1539.0,1488.0,988.0,1512.0,1236.0,1804.0,1550.0,886.0,1442.0,1539.0,988.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,7.9
2026-03-24,14:49:40.120,7.89,0.0,0.0,24.06,457.0,69.0,296.32,-3.9,18.0,2197435.0,117.0,47.300680 8.741316,2026-03-24 13:45:04,30.7,99.0,26.0,3.99,6.0,51.0,58.0,90.0,6.1,6.28,87.4,0.0,0.0,24.0,0.0,33.0,-1.0,-1.0,1024.0,-141.0,-6.0,-1024.0,-601.0,-1024.0,-1024.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,0x0000000000840010,1530.0,1488.0,988.0,1492.0,1228.0,1799.0,1489.0,886.0,1446.0,1547.0,988.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,7.9
